city,property_type,data_time,monthly_rent,data_id,furnished,age,area,location,platform,immediate_possession,locality,selling_price,lat,txn_type,lng,desc,google_place_id,building_name
Mumbai,Office,05/07/2016,---,11621,Bare Shell,Under 5 years,"4,738 Sq. Ft. "," Platinum Hospital, Mulund West, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,"  9,59,44,500 ",19.1828239,Buy,72.9542743,"This office space is available on sale in Mulund West. It has a useable area of 4738 square feet and a built up of 7170 square feet. The property is a bare shell unit so one can design and furnish the space as per the business's needs. As for features and amenities, the building is well maintained and comes with full time security, a glass facade exterior, two lifts, a fire system, an ATM, power back up and water storage. This Mulund West building is occupied by many known companies/retail outlets such as, Croma, Mahesh Tutorial, Platinum Hospital, Celebration Events LTD, etc. Additionally, this office building is well connected to LBS Road as well as Mulund Check Naka & Mulund Bus Depot providing your employees with an easy commute.",ChIJDTw1pv245zsRJ2lwfloT7Z4, Platinum Hospital
Mumbai,Shop/Showroom,05/07/2016,---,13294,Bare Shell,Under 5 years,"4,650 Sq. Ft. "," Escobar, 199, Linking Road, Bandra West, Mumbai, Maharashtra, India",jagaha,Yes,"Bandra Area: Bandra, Khar, Santacruz, Kalina & Vile Parle","  27,90,00,000 ",19.0597982,Buy,72.8365103,"This retail space is available for sale in Bandra West, Mumbai. It has a carpet area of 4650 square feet and comes with its own private washrooms. The property is a bare shell unit so the possessor can design the space as per his/her business needs. In terms of amenities, this glass facade Bandra building covers full time security, two lifts, power backup, a fire fighting system and water storage. Lastly, the property is on main Linking Road and is close to Bandra Station making it a desirable location for any shop or showroom.",ChIJaeWdThbJ5zsR2aJEhQsdhZI, Escobar
Mumbai,Office,05/07/2016,---,539,Bare Shell,New,"4,575 Sq. Ft. "," Nahar Business Center, Powai, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  9,99,05,000 ",19.113088,Buy,72.8979591,"This office space is for sale in this newly built Andheri East commercial building. The entire 9th floor is for sale and in total has a useable area of 4575 square feet and a built up area is 7685 square feet. This property is a bare shell unit so one can design and furnish the property per the needs of the respective business. In terms of features, the building has a gym, an eatery, an emergency refuge area, elevators, a well decorated air conditioned lobby, reserved car parking and visitor car parking.",ChIJ676VbwrI5zsRoX2W_a4GRZI, Nahar Business Center
Mumbai,Shop/Showroom,05/07/2016,---,13292,Bare Shell,Under 5 years,"4,650 Sq. Ft. "," Escobar, 199, Linking Road, Bandra West, Mumbai, Maharashtra, India",jagaha,Yes,"Bandra Area: Bandra, Khar, Santacruz, Kalina & Vile Parle","  27,90,00,000 ",19.0597982,Buy,72.8365103,"This retail space is available for sale in Bandra West, Mumbai. It has a carpet area of 4650 square feet and comes with its own private washrooms. The property is a bare shell unit so the possessor can design the space as per his/her business needs. In terms of amenities, this glass facade Bandra building covers full time security, two lifts, power backup, a fire fighting system and water storage. Lastly, the property is on main Linking Road and is close to Bandra Station making it a desirable location for any shop or showroom.",ChIJaeWdThbJ5zsR2aJEhQsdhZI, Escobar
Mumbai,Shop/Showroom,05/07/2016,---,13289,Bare Shell,Under 5 years,"4,650 Sq. Ft. "," Escobar, 199, Linking Road, Bandra West, Mumbai, Maharashtra, India",jagaha,No,"Bandra Area: Bandra, Khar, Santacruz, Kalina & Vile Parle","  27,90,00,000 ",19.0597982,Buy,72.8365103,"This retail space is available for sale in Bandra West, Mumbai. It has a carpet area of 4650 square feet and comes with its own private washrooms. The property is a bare shell unit so the possessor can design the space as per his/her business needs. In terms of amenities, this glass facade Bandra building covers full time security, two lifts, power backup, a fire fighting system and water storage. Lastly, the property is on main Linking Road and is close to Bandra Station making it a desirable location for any shop or showroom.",ChIJaeWdThbJ5zsR2aJEhQsdhZI, Escobar
Mumbai,Office,05/07/2016,---,11601,Bare Shell,Under 5 years,"4,786 Sq. Ft. "," Platinum Hospital, Mulund West, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,"  9,69,16,500 ",19.1828239,Buy,72.9542743,"This office space is available on sale in Mulund West. It has a useable area of 4786 square feet and a built up area of 7179 square feet. The property is a bare shell unit so one can design and furnish the space as per the business's needs. As for features and amenities, the building is well maintained and comes with full time security, a glass facade exterior, two lifts, a fire system, an ATM, power back up and water storage. This Mulund West building is occupied by many known companies/retail outlets such as, Croma, Mahesh Tutorial, Platinum Hospital, Celebration Events LTD, etc. Additionally, this office building is well connected to LBS Road as well as Mulund Check Naka & Mulund Bus Depot providing your employees with an easy commute.",ChIJDTw1pv245zsRJ2lwfloT7Z4, Platinum Hospital
Mumbai,Office,05/07/2016,---,12867,Fully,5 - 10 years,"4,800 Sq. Ft. "," reliable business centre, Andheri West, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  9,00,00,000 ",19.1412664,Buy,72.8309492,"Fully furnished office for sale - it has a carpet area of 4,800 square feet and a built up area of 7,500 square feet. The property is furnished and comes with 100 workstations, four cabins, three conference rooms (that includes 32 inch LCD TVs with couches), four private washrooms and a reserved car parking. Referring to amenities, this Andheri West building covers: full time security, two lifts, visitor's parking, a fire fighting system, a nearby ATM, water storage and a cafeteria. Moreover, this office property is surrounded by many retail units (many of whiich are eateries) and commercial buildings and is a short drive away from Andheri Station making it easily reachable for your employees.",ChIJpy28VDy25zsR-vG4V1vA5i4, reliable business centre
Mumbai,Office,05/07/2016,"  15,40,000  ",12495,Bare Shell,New,"8,500 Sq. Ft. "," Chandivali, Powai, A-104, Saki Vihar Rd, Tunga Village, Mumbai, Maharashtra, India",jagaha,Yes,Powai,---,19.1192468,Lease,72.8907747000001,"This office space is available for lease in Powai. The office's column–free design provides flexibility to expand one's work area as your business grows. It is self-contained bare shell unit with a carpet area of 8500 square feet and built up area of 14000 square feet. The Powai office building has a well-maintained lobby and a beautifully landscaped garden. In terms of amenities, this newly constructed building has all the basics covered: full time security, a gym, a cafeteria, a fire fighting system, power backup, five floors podium car parking, visitor's parking, eight lifts, nearby ATM and water storage. To boot, this commercial building is situated in the heart of Powai providing easy accessibility to Andheri-Kurla Road, Jogeshwari-Vikhroli Link Road and Saki Naka Metro Station.",ChIJS6-SEg_I5zsRXDrpiCasTgs, Chandivali
Mumbai,Office,05/07/2016,"  17,49,580  ",11374,Bare Shell,Under 5 years,"8,062 Sq. Ft. "," Universal majestic, Jeejabai Bhosle Marg, Chedda Nagar, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,---,19.0615688,Lease,72.9130284,"Chembur East office space for lease in a newly constructed building. It has a carpet area of 8,062 square feet and a built up area of 12,497 square feet. The property is a bare shell unit comes with six reserved car parks and four private washrooms. This Chembur commercial building has a glass facade exterior and provides full time security, a gym, seven lifts (one lift is dedicated for directors), visitor's parking, a club house, a cafeteria, power backup, a fire fighting system and water storage facilities. In terms of connectivity, the office building is conveniently located on the main road providing easy access to Navi Mumbai and is also near the Eastern Express Highway - a short drive away from Chembur and Govandi Station.",ChIJxSaHGxfG5zsRtSaFHzTnsGg, Universal majestic
Mumbai,Office,05/07/2016,"  11,22,000  ",12995,Semi,Under 5 years,"8,000 Sq. Ft. "," Western Edge I, Western Express Highway, Borivali East, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.2186562,Lease,72.8653292,"This spacious office space is available for lease in Borivali East, Mumbai. It has a carpet area of 8,000 square feet and a built up area of 13,200 square feet. The property is semi-furnished and comes with four cabins, two conference rooms, air conditioners, fourteen reserved car parks and its own private washrooms. In terms of features & amenities, this Borivali commercial building has a glass facade exterior, full time security, two lifts, a cafeteria, power backup, a fire fighting system and water storage. This office building is conveniently located on the Western Express Highway and is within driving distance of Borivali Station providing easy access to various modes of transportation.",ChIJV5hvWTK35zsRd_wvZDfVSj0, Western Edge I
Mumbai,Office,05/07/2016,"  12,00,000  ",13325,Fully,5 - 10 years,"8,000 Sq. Ft. "," Themis Medicare Ltd., Goregaon West, Udyog Nagar, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.1726256,Lease,72.8481168999999,"This office is available for lease in Goregaon West, Mumbai. It has a carpet area of 8,000 square feet and a built up area of 12,000 square feet which includes the basement, the ground floor, the first floor and the terrace. The property unfurnished so the occupant can design and furnish the space as per his/her business needs. In term of amenities, this Goregaon West commercial property comes with full time security, reserved car parking and water storage. Lastly, the property is close to Kamat's Club.",ChIJF6dLolW25zsR3grqHWqLQ8k, Themis Medicare Ltd.
Mumbai,Office,05/07/2016,"  6,40,000  ",13315,Unfurnished,Under 5 years,"8,000 Sq. Ft. "," Trade Square, Mehra Compound Road, Safed Pul, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.0990161,Lease,72.8862024,"Andheri East office is for lease in a newly constructed building. The office space is an unfurnished unit that has a carpet area of 8,000 square feet, its own private washroom and reserved car parking. The Andheri East building comes with a glass facade exterior and includes all the necessary amenities such as full time security, two lifts, power backup. a fire fighting system, visitor's parking and water storage. Moreover, this Andheri East commercial building is within walking distance of Saki Naka Metro Station.",ChIJGxslw2_I5zsRxPkTMLrFhuQ, Trade Square
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,"  17,49,580  ",11375,Bare Shell,Under 5 years,"8,062 Sq. Ft. "," Universal majestic, Jeejabai Bhosle Marg, Chedda Nagar, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,---,19.0615688,Lease,72.9130284,"This retail space is available for lease in a newly constructed Chembur East building. It is a ground floor unit with a carpet area of 8,062 square feet and a built up area of 12,497 square feet. The property is a bare shell unit comes with six reserved car parks and four private washrooms. This commercial building has a glass facade exterior and provides full time security, a gym, seven lifts, visitor's parking, a club house, a cafeteria, power backup, a fire fighting system and water storage facilities. The Chembur commercial building is a good fit for any shop, showroom, leisure or hospitality business as it is conveniently located on the main road providing easy access to Navi Mumbai and is also near the Eastern Express Highway - a short drive away from Chembur and Govandi Station.",ChIJxSaHGxfG5zsRtSaFHzTnsGg, Universal majestic
Mumbai,Office,05/07/2016,"  16,20,000  ",11107,Bare Shell,Under 5 years,"8,100 Sq. Ft. "," lotus corporate park, Western Express Highway, Goregaon, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.1554564,Lease,72.8569477,"This Goregaon East office space is available for lease. It is a bare shell unit so one can design and furnish the property as per the business’s needs. The office space has a carpet area of 8,100 square feet, a built up area of 13,500 square feet and comes with three reserved car parks. This Goregaon commercial building has all the basic amenities covered: full time security, a fire fighting system, a gym, a cafeteria, power backup, multiple lifts, visitor's parking, a clubhouse, a lounge, nearby ATM and water storage. To top if off, this office park provides an excellent atmosphere for employees and is conviently near the Western Express Highway and Jogeshwari Station.",ChIJZ8v6LrS35zsRR-iLWu-SlmY, lotus corporate park
Mumbai,Office,05/07/2016,"  13,00,000  ",11272,Fully,Under 5 years,"8,200 Sq. Ft. "," INGA House, Mahakali Caves Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.1258958,Lease,72.8670536,"This very well furnished office space is available for lease in a well-known industrial estate of Andheri East. It has a carpet (usable) area of 8,200 square feet and built up area of 11,500 square feet. The unit is furnished in such a way that it can seat eighty-five employees and comes with five cabins, two conference room, two private washrooms and five reserved car parking. In regards to amenities this Andheri building covers all the basic amenities: full time security, air conditioning, visitor's parking, a fire fighting system and water storage. The commercial building is well located on a main road providing a hassle free transportation for your employees.",ChIJr4F77SbI5zsRMb8lcN84j0g, INGA House
Mumbai,Office,05/07/2016,"  11,50,050  ",12997,Semi,Under 5 years,"8,200 Sq. Ft. "," Western Edge I, Western Express Highway, Borivali East, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.2186562,Lease,72.8653292,"This spacious office space is available for lease in Borivali East, Mumbai. It has a carpet area of 8,200 square feet and a built up area of 13,530 square feet. The property is semi-furnished and comes with four cabins, two conference rooms, air conditioners, thirteen reserved car parks and its own private washrooms. In terms of features & amenities, this Borivali commercial building has a glass facade exterior, full time security, two lifts, a cafeteria, power backup, a fire fighting system and water storage. This office building is conveniently located on the Western Express Highway and is within driving distance of Borivali Station providing easy access to various modes of transportation.",ChIJV5hvWTK35zsRd_wvZDfVSj0, Western Edge I
Mumbai,Office,05/07/2016,---,12387,Fully,5 - 10 years,"4,500 Sq. Ft. "," Sunshine Tower, Dadar West, Mumbai, Maharashtra, India",jagaha,Yes,"North Central Mumbai: Sion, Kurla, Mahim & Dadar ","  18,00,00,000 ",19.0113999,Buy,72.837,"This Dadar West office space is available for sale on a higher floor. It is a well-furnished unit which has a carpet area of 4,500 square feet and a built up area of 7,181 square feet. This office is self-contained with ten cabins, a conference room, four reserved car parks, four private washrooms and can seat fifty employees. Regarding amenities, this Dadar commercial building has all the basics covered: full time security, air conditioning, a fire fighting system, power backup, visitor's parking, five lifts and water storage. Moreover, there is a 360 degree view from the office providing a great view of the Worli Sea Link. Regarding accessibility, it is a ten-minute walk away from Dadar Station.",ChIJNe5aMujO5zsRWhEOCNSYDQs, Sunshine Tower
Mumbai,Office,05/07/2016,---,11446,Bare Shell,Under 5 years,"4,400 Sq. Ft. "," S K Pharma Machinery Private Limited, Mumbai, Road Number 23, Wagle Industrial Estate, Thane, Maharashtra, India",jagaha,Yes,Thane,"  6,71,50,000 ",19.1950627,Buy,72.9477813,"Buy this Thane West office in a glass facade commercial building. The Thane office is a bare shell unit so one can design and furnish the space as per his/her business's needs. It has a carpet area of 4,400 square feet (a built up area of 7,900 square feet) and comes with its own private washrooms & seven reserved car parks. Concerning amenities, the Thane commercial building has full time security, three lifts, a pantry, a fire fighting system, power backup, a restroom, a nearby ATM and water storage. The property is well situated on the main road and is a short drive away from Thane Station, Mulund Station and Mulund Check Naka providing easy connectivity to Mumbai, Navi Mumbai and north east Mumbai.",ChIJ0dqJ1VW25zsRYJVU4P8nWDw, S K Pharma Machinery Private Limited
Mumbai,Office,05/07/2016,---,11087,Unfurnished,Under 5 years,"4,200 Sq. Ft. "," Trade Square, Mehra Compound Road, Safed Pul, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  3,99,00,000 ",19.0990161,Buy,72.8862024,"Andheri East office is for sale in a newly constructed building. The office space is an unfurnished unit that has a carpet area of 4200 square feet, its own private washroom and reserved car parking. The Andheri East building has a glass facade exterior and includes all the necessary amenities such as full time security, two lifts, power backup. a fire fighting system, visitor's parking and water storage. Moreover, this Andheri East commercial building is a walkable distance from Saki Naka Metro Station.",ChIJGxslw2_I5zsRxPkTMLrFhuQ, Trade Square
Mumbai,Office,05/07/2016,---,551,Fully,5 - 10 years,"4,067 Sq. Ft. "," Mahalakshmi Chambers, Cumballa Hill, Bhulabhai Desai Marg, Breach Candy, Mumbai, Maharashtra 400026, India",jagaha,Yes,"South West Mumbai: Malabar Hill, Walkeshwar, Mahalakshmi, Tardeo, Pedder Road, Nepean Sea Road, Kemps Corner & Breach Candy   ","  18,00,00,000 ",18.9765977,Buy,72.8078436999999,"This furnished Breach Candy, Mahalaxmi Chambers office space is for sale and has a useable area of 4067 square feet (4880 sq. ft. built up) accompanied by four separate men and women’s washrooms. This Breach Candy office building is well constructed and well maintained with two lifts, full time security, a cafeteria, air conditioning, a fire fighting system, an ATM, power back up and water storage.",ChIJ08Gjt3nO5zsRZkyE6RYAqok, Mahalakshmi Chambers
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,---,12601,Unfurnished,Free hold,"4,400 Sq. Ft. "," Harmony Mall, New Link Road, Colony No 1, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ","  10,09,80,000 ",19.1575197,Buy,72.8346077,"This Goregaon West retail space is available for sale in a recently renovated mall. It has a carpet area of 4400 square feet and a built up area of 7480 square feet. The property is unfurnished so one can design and furnish the space as per the business's needs. Regarding features and amenities, this Goregaon West building has a glass facade exterior, full time security, two lifts, visitor's parking, power backup, a fire fighting system, an ATM and water storage. This property is well situated on the lively Goregaon Link Road making it a good fit for any shop or showroom.",ChIJ-xyubkS25zsRg-0tjTPBlGU, Harmony Mall
Mumbai,Office,05/07/2016,---,11153,Fully,10 years or more,"4,500 Sq. Ft. "," Sunshine Tower, Senapati Bapat Marg, Dadar West, Mumbai, Maharashtra, India",jagaha,Yes,"Central Mumbai: Lower Parel, Worli, Parel & Prabhadevi","  18,00,00,000 ",19.0112035,Buy,72.8373275,"This Dadar West office space is available for sale on a higher floor. It is a well-furnished unit which has a carpet area of 4,500 square feet and a built up area of 7,181 square feet. This office is self-contained with ten cabins, a conference room, four reserved car parks, four private washrooms and can seat fifty employees. Regarding amenities, this Dadar commercial building has all the basics covered: full time security, air conditioning, a fire fighting system, power backup, visitor's parking, five lifts and water storage. Moreover, there is a 360 degree view from the office providing a great view of the Worli Sea Link. Regarding accessibility, it is a ten-minute walk away from Dadar Station.",ChIJcZZUN-jO5zsRRo7ARQKdHIk, Sunshine Tower
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,---,11941,Bare Shell,10 years or more,"4,505 Sq. Ft. "," KK Chambers, Doctor Dadabhai Naoroji Road, Fort, Mumbai, Maharashtra, India",jagaha,Yes,"Town: Colaba, Churchgate, Nariman Point, Fort, Marine Lines & Cuffe Parade ","  18,55,00,000 ",18.9358475,Buy,72.8332001,"This retail space is available for outright in Fort, Mumbai. It has a carpet area of 4505 square feet and (built up area of 5300 square feet) and comes with two private washrooms. The property is bare shell so owner can design and furnish the space as per his or her business's needs. Concerning amenities, this Fort building comes with full time security, a lift, visitor’s park, a fire fighting system, nearby ATM and water storage. Moreover, this ground property is surrounded by many commercial complexes, banks, retail outlets & restaurants, has a forty foot wide frontage giving the tenant brand visibility and is within walking distance of Churchgate Station, hence it would be a great fit for any shop, showroom, leisure or hospitality business.",ChIJ70I7DdzR5zsRH-d1mr5FQLs, KK Chambers
Mumbai,Office,05/07/2016,"  19,45,000  ",10898,Fully,5 - 10 years,"7,780 Sq. Ft. "," Pedder Road, Cumballa Hill, Mumbai, Maharashtra, India",jagaha,Yes,"South West Mumbai: Malabar Hill, Walkeshwar, Tardeo, Pedder Road, Nepean Sea Road, Kemps Corner & Breach Candy   ",---,18.9711091,Lease,72.8095445,"This well maintained office space is available for lease in Peddar Road, Mumbai. It is a ground floor unit with a carpet area of 7,780 square feet and a built up area of 10,657 square feet. This Peddar Road office comes with six cabins, one conference room and its own private washroom. In terms of amenities, the building has all the basics covered: full time security, four reserved parking, visitor's parking, air conditioning, water storage, power backup, a fire fighting system and a lift. Moreover, this beautifully constructed office building is situated in a very pleasant surrounding area.",EjZQZWRkZXIgUm9hZCwgQ3VtYmFsbGEgSGlsbCwgTXVtYmFpLCBNYWhhcmFzaHRyYSwgSW5kaWE, Pedder Road
Mumbai,Office,05/07/2016,"  12,16,500  ",742,Bare Shell,New,"7,600 Sq. Ft. "," Jogeshwari West, Ram Mandir Rd, Mahatma Jyotiba Phule Nagar, Mumbai, Maharashtra 400104, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.1505833,Lease,72.8471825,"A beautiful new commercial unit is available on lease, located at a very ideal and upcoming suburban location. This property is Bare shell (usable area 7600 square feet and built up of 112165 square feet) and can be done according to one's taste. This property is very closely connected to the S V Road and both Jogeshwari and the upcoming Oshiwara Station. This is a newly constructed building, and the upcoming Oshiwara station makes it easier for people to commute.",El5Kb2dlc2h3YXJpIFdlc3QsIFJhbSBNYW5kaXIgUmQsIE1haGF0bWEgSnlvdGliYSBQaHVsZSBOYWdhciwgTXVtYmFpLCBNYWhhcmFzaHRyYSA0MDAxMDQsIEluZGlh, Jogeshwari West
Mumbai,Office,05/07/2016,"  13,75,000  ",386,Bare Shell,Under 5 years,"7,600 Sq. Ft. "," Lotus Business Park, Andheri West, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.1366051,Lease,72.8331772,"This spacious office is available on lease in Andheri West. The office spends the entire floor plate having a useable area of 7,600 sq. ft. (built up area of 12,500 sq. ft.). The office space is a bare shell property which can be furnished as per one's tastes and requirements. To boot, the office comes with three reserved car parks. The building has a lift, 24 hours security services, water supply, visitor car parking and power backup.",ChIJ3R4TZiO25zsR5iJEyFTm0RI, Lotus Business Park
Mumbai,Office,05/07/2016,"  20,00,000  ",12204,Unfurnished,5 - 10 years,"7,600 Sq. Ft. "," Pinnacle Corporate Park, Santacruz East, Kalina, Mumbai, Maharashtra, India",jagaha,Yes,"Bandra Area: Bandra, Khar, Santacruz, Kalina & Vile Parle",---,19.0724761,Lease,72.8700601,"This office space is available for lease in Santacruz East. It has a carpet (usable) area of 7600 square feet that includes its own lobby and four private washrooms. The office space is an unfurnished unit which can be designed and furnished as per one's business's needs. Concerning amenities, this Kalina building comes with full time security, air conditioning, six lifts, two reserved car parks, visitor's car parking, a club house, a cafeteria, power backup, a lounge, a fire fighting system, a nearby ATM and water storage.",ChIJbTcn8e3I5zsRdD1Wxi4vnlA, Pinnacle Corporate Park
Mumbai,Office,05/07/2016,"  10,72,955  ",12998,Semi,Under 5 years,"7,650 Sq. Ft. "," Western Edge I, Western Express Highway, Borivali East, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.2186562,Lease,72.8653292,"This spacious office space is available for lease in Borivali East, Mumbai. It has a carpet area of 7,650 square feet and a built up area of 12,623 square feet. The property is semi-furnished and comes with four cabins, two conference rooms, air conditioners, ten reserved car parks and its own private washrooms. In terms of features & amenities, this Borivali commercial building has a glass facade exterior, full time security, two lifts, a cafeteria, power backup, a fire fighting system and water storage. This office building is conveniently located on the Western Express Highway and is within driving distance of Borivali Station providing easy access to various modes of transportation.",ChIJV5hvWTK35zsRd_wvZDfVSj0, Western Edge I
Mumbai,Office,05/07/2016,"  6,00,000  ",11255,Unfurnished,10 years or more,"7,800 Sq. Ft. "," Shah Industrial Estate, Saki Vihar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.1148215,Lease,72.8885064999999,"This office space is available for lease in Andheri East. The office unit has a useable area of 7,800 square feet (a built up area of 10,000 square feet) and is self-contained with two reserved car parking spaces. This unit is unfurnished so the tenant can furnish it as per the business's requirements. Moreover, this commercial building has full time security, lifts, visitor's parking, power backup, a fire fighting system and water storage. To boot, the office is located near Marol Naka Metro Station providing an easy and hassle free commute to your employees.",ChIJD2SO6A3I5zsRaGgIkw3TEeM, Shah Industrial Estate
Mumbai,Office,05/07/2016,"  6,00,000  ",11254,Unfurnished,10 years or more,"7,800 Sq. Ft. "," Shah Industrial Estate, Saki Vihar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.1148215,Lease,72.8885064999999,"This office space is available for lease in Andheri East. The office unit has a useable area of 7,800 square feet (a built up area of 10,000 square feet) and is self-contained with two reserved car parking spaces. This unit is unfurnished so the tenant can furnish it as per the business's requirements. Moreover, this commercial building has full time security, lifts, visitor's parking, power backup, a fire fighting system and water storage. To boot, the office is located near Marol Naka Metro Station providing an easy and hassle free commute to your employees.",ChIJD2SO6A3I5zsRaGgIkw3TEeM, Shah Industrial Estate
Mumbai,Office,05/07/2016,"  12,48,000  ",13414,Bare Shell,New,"7,800 Sq. Ft. "," Burger King, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.108016,Lease,72.882734,"This office is available for lease in Andheri East, Mumbai. The property is bare shell so the occupant can design and furnish the space as per his/her business's needs. It has a carpet area of 7800 square feet and comes with three private washrooms. In terms of amenities, this newly built Andheri East building covers full time security, three lifts, a separate lift for cars, visitor's parking, reserved car parking, a cafeteria, power backup, a fire fighting system and water storage. Moreover, this well maintained commercial building has ample amount of space for car parking and is on Andheri Kurla Road.",ChIJ631txmzI5zsRmotj-2kEPiQ, Burger King
Mumbai,Office,05/07/2016,"  11,07,975  ",12996,Semi,Under 5 years,"7,900 Sq. Ft. "," Western Edge I, Western Express Highway, Borivali East, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.2186562,Lease,72.8653292,"This spacious office space is available for lease in Borivali East, Mumbai. It has a carpet area of 7,900 square feet and a built up area of 13,035 square feet. The property is semi-furnished and comes with four cabins, two conference rooms, air conditioners, twelve reserved car parks and its own private washrooms. In terms of features & amenities, this Borivali commercial building has a glass facade exterior, full time security, two lifts, a cafeteria, power backup, a fire fighting system and water storage. This office building is conveniently located on the Western Express Highway and is within driving distance of Borivali Station providing easy access to various modes of transportation.",ChIJV5hvWTK35zsRd_wvZDfVSj0, Western Edge I
Mumbai,Office,05/07/2016,---,320,Fully,5 - 10 years,"4,000 Sq. Ft. "," Acme Plaza, Andheri - Kurla Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  10,81,00,000 ",19.1130845,Buy,72.8659299,"Commercial office space is available for sale on the 7th floor of this excellent commercial building in Andheri East. The unit is fully furnished with a carpet area of 4000 square feet (built up area of 5800 square feet). The unit has 3 washrooms while the building has security, cctv cameras, fire system, elevators, reserved car parking and visitors car parking.",ChIJ3UeHNjrI5zsRv0XaHVdDjUI, Acme Plaza
Mumbai,Office,05/07/2016,---,11607,Bare Shell,Under 5 years,"3,835 Sq. Ft. "," Platinum Hospital, Mulund West, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,"  7,76,52,000 ",19.1828239,Buy,72.9542743,"This office space is available on sale in Mulund West. It has a useable area of 3835 square feet and a built up area of 5752 square feet. The property is a bare shell unit so one can design and furnish the space as per the business's needs. As for features and amenities, the building is well maintained and comes with full time security, a glass facade exterior, two lifts, a fire system, an ATM, power back up and water storage. This Mulund West building is occupied by many known companies/retail outlets such as, Croma, Mahesh Tutorial, Platinum Hospital, Celebration Events LTD, etc. Additionally, this office building is well connected to LBS Road as well as Mulund Check Naka & Mulund Bus Depot providing your employees with an easy commute.",ChIJDTw1pv245zsRJ2lwfloT7Z4, Platinum Hospital
Mumbai,Office,05/07/2016,---,11277,Bare Shell,5 - 10 years,"3,821 Sq. Ft. "," Sun Paradise, Lower Parel West, Mumbai, Maharashtra, India",jagaha,Yes,"Central Mumbai: Lower Parel, Worli, Parel & Prabhadevi","  10,60,05,000 ",19.0032366,Buy,72.8305628000001,"This Lower Parel West office space is available for sale. It is a bare shell unit so one can design and furnish the property as per the business’s needs. The office space has a carpet area of 3,821 square feet (built up area of 5,730 square feet) and is directly accessible by two lifts. This Lower Parel commercial building has all the basic amenities covered: full time security, a fire fighting system, a pantry, power backup, four reserved car parking and water storage. To top if off, this Lower Parel West property provides a 360 degree view from the office and is a ten-minute walk away from Lower Parel West Station.",ChIJTyKO_uzO5zsRgceWrQd21mU, Sun Paradise
Mumbai,Office,05/07/2016,---,11174,Unfurnished,Under 5 years,"3,775 Sq. Ft. "," Balaji Business Park, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  9,06,00,000 ",19.1079152,Buy,72.8823181,"This office space is available for sale in Andheri East. It has an usable area of 3,775 square feet and a built up area of 6,040 square feet accompanied by its own private washrooms. The property is a bare shell unit that includes a car deck which also could be used as an office unit. Regarding amenities, the Andheri East commercial building has all the basics covered: full time security, four lifts, power backup, water storage, a fire fighting system, nearby ATM, reserved car parking (five reserved car parks come with this office) and visitor's parking. To boot, this newly constructed commercial building is near Marol Metro Station and faces the main road.",ChIJlzr0t2zI5zsRTDQtuIBleG4, Balaji Business Park
